feedback_id,district,state,survey_date,issue_category,service_type,sentiment,satisfaction_score,comment
FB-2026-007852,Surat,Gujarat,2026-02-23,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-007853,Prayagraj,Uttar Pradesh,2026-06-13,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007854,Bhopal,Madhya Pradesh,2026-02-08,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-007855,Bikaner,Rajasthan,2026-05-07,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-007856,Rewa,Madhya Pradesh,2026-01-15,Public Transport,Delay/Frequency,Negative,2.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007857,Surat,Gujarat,2026-06-15,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-007858,Indore,Madhya Pradesh,2026-02-17,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-007859,Jaipur,Rajasthan,2026-03-27,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-007860,Prayagraj,Uttar Pradesh,2026-07-09,Public Transport,Fare/Cost,Negative,3.0,Fare changes have increased the cost of commuting.
FB-2026-007861,Udaipur,Rajasthan,2026-08-25,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-007862,Belagavi,Karnataka,2026-06-16,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-007863,Jabalpur,Madhya Pradesh,2026-02-19,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-007864,Mysuru,Karnataka,2026-03-10,Roads,Work Quality,Negative,3.0,Recent patchwork repairs have started deteriorating.
FB-2026-007865,Kota,Rajasthan,2026-08-23,Digital Government Services,CSC Efficiency,Positive,5.0,The service centre completed the application quickly.
FB-2026-007866,Aurangabad,Maharashtra,2026-02-07,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-007867,Gwalior,Madhya Pradesh,2026-04-01,Employment,Wage Delay,Negative,3.0,Payments under public employment programmes are delayed.
FB-2026-007868,Dharwad,Karnataka,2026-08-26,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-007869,Varanasi,Uttar Pradesh,2026-04-03,Education,Digital Education,Positive,3.0,Digital classroom access has improved learning conditions.
FB-2026-007870,Jodhpur,Rajasthan,2026-06-15,Public Transport,Crowding,Negative,1.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-007871,Jodhpur,Rajasthan,2026-07-29,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-007872,Jabalpur,Madhya Pradesh,2026-08-08,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-007873,Rajkot,Gujarat,2026-07-25,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007874,Aurangabad,Maharashtra,2026-04-19,Roads,Work Quality,Negative,3.0,Recent patchwork repairs have started deteriorating.
FB-2026-007875,Kalaburagi,Karnataka,2026-07-30,Public Safety,Traffic Control,Positive,3.0,Traffic management has improved safety during peak hours.
FB-2026-007876,Ahmedabad,Gujarat,2026-06-12,Roads,Erosion,Negative,1.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-007877,Kanpur Nagar,Uttar Pradesh,2026-01-14,Public Safety,Traffic Control,Positive,3.0,Traffic management has improved safety during peak hours.
FB-2026-007878,Mumbai Suburban,Maharashtra,2026-01-01,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-007879,Indore,Madhya Pradesh,2026-02-23,Digital Government Services,Grievance Redressal,Negative,3.0,Digital complaints are not always resolved within expected timelines.
FB-2026-007880,Aurangabad,Maharashtra,2026-08-25,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-007881,Indore,Madhya Pradesh,2026-02-15,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-007882,Jaipur,Rajasthan,2026-07-11,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-007883,Bikaner,Rajasthan,2026-02-22,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-007884,Surat,Gujarat,2026-04-25,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-007885,Mysuru,Karnataka,2026-06-05,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-007886,Indore,Madhya Pradesh,2026-03-22,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-007887,Bikaner,Rajasthan,2026-05-22,Electricity,Voltage,Negative,2.0,Voltage fluctuations have damaged electrical appliances.
FB-2026-007888,Ujjain,Madhya Pradesh,2026-01-20,Education,Attendance,Positive,3.0,Teacher attendance and student participation have improved.
FB-2026-007889,Gwalior,Madhya Pradesh,2026-01-02,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-007890,Pune,Maharashtra,2026-02-09,Public Safety,Patrolling,Negative,1.0,Residents want stronger night-time patrolling on vulnerable routes.
FB-2026-007891,Jaipur,Rajasthan,2026-05-17,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-007892,Lucknow,Uttar Pradesh,2026-01-27,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-007893,Jabalpur,Madhya Pradesh,2026-01-20,Education,Attendance,Positive,5.0,Teacher attendance and student participation have improved.
FB-2026-007894,Rewa,Madhya Pradesh,2026-07-23,Electricity,Outages,Negative,3.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-007895,Belagavi,Karnataka,2026-03-11,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007896,Ahmedabad,Gujarat,2026-04-11,Digital Government Services,Payment Gateway,Positive,4.0,Online payment for government services is fast and transparent.
FB-2026-007897,Indore,Madhya Pradesh,2026-04-29,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-007898,Rewa,Madhya Pradesh,2026-07-05,Public Safety,Crime Rate,Negative,2.0,Recent theft incidents have increased safety concerns.
FB-2026-007899,Mysuru,Karnataka,2026-01-16,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-007900,Dharwad,Karnataka,2026-07-22,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-007901,Udaipur,Rajasthan,2026-07-20,Public Transport,Fare/Cost,Negative,3.0,Fare changes have increased the cost of commuting.
FB-2026-007902,Nanded,Maharashtra,2026-06-29,Public Transport,Delay/Frequency,Negative,2.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007903,Mumbai Suburban,Maharashtra,2026-08-02,Employment,Recruitment,Negative,1.0,Recruitment opportunities for technical roles are limited.
FB-2026-007904,Ahmedabad,Gujarat,2026-07-18,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-007905,Gorakhpur,Uttar Pradesh,2026-05-06,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-007906,Gwalior,Madhya Pradesh,2026-02-21,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-007907,Indore,Madhya Pradesh,2026-08-11,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007908,Jabalpur,Madhya Pradesh,2026-04-12,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-007909,Rewa,Madhya Pradesh,2026-05-28,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007910,Rewa,Madhya Pradesh,2026-05-27,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-007911,Jabalpur,Madhya Pradesh,2026-01-27,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-007912,Ujjain,Madhya Pradesh,2026-08-27,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-007913,Rewa,Madhya Pradesh,2026-04-18,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-007914,Kanpur Nagar,Uttar Pradesh,2026-05-12,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-007915,Prayagraj,Uttar Pradesh,2026-05-01,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-007916,Jodhpur,Rajasthan,2026-06-09,Roads,Work Quality,Negative,3.0,Recent patchwork repairs have started deteriorating.
FB-2026-007917,Bhopal,Madhya Pradesh,2026-04-21,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-007918,Kanpur Nagar,Uttar Pradesh,2026-06-28,Healthcare,Doctor Availability,Negative,3.0,The public clinic has long queues because too few doctors are available.
FB-2026-007919,Ujjain,Madhya Pradesh,2026-03-25,Public Transport,Connectivity,Negative,3.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-007920,Kalaburagi,Karnataka,2026-07-27,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-007921,Ujjain,Madhya Pradesh,2026-07-06,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-007922,Indore,Madhya Pradesh,2026-07-07,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-007923,Surat,Gujarat,2026-08-21,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-007924,Mysuru,Karnataka,2026-06-14,Education,Digital Education,Positive,5.0,Digital classroom access has improved learning conditions.
FB-2026-007925,Udaipur,Rajasthan,2026-04-18,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-007926,Barmer,Rajasthan,2026-02-12,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-007927,Mumbai Suburban,Maharashtra,2026-05-26,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-007928,Gorakhpur,Uttar Pradesh,2026-02-27,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-007929,Raichur,Karnataka,2026-07-06,Public Transport,Crowding,Negative,2.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-007930,Surat,Gujarat,2026-08-20,Public Transport,Delay/Frequency,Negative,2.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007931,Jabalpur,Madhya Pradesh,2026-03-14,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-007932,Gorakhpur,Uttar Pradesh,2026-01-26,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-007933,Bikaner,Rajasthan,2026-05-07,Public Safety,Emergency Response,Positive,5.0,Emergency response was prompt when assistance was requested.
FB-2026-007934,Bhavnagar,Gujarat,2026-06-25,Electricity,Outages,Negative,1.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-007935,Kanpur Nagar,Uttar Pradesh,2026-04-20,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-007936,Jabalpur,Madhya Pradesh,2026-05-14,Employment,Recruitment,Negative,2.0,Recruitment opportunities for technical roles are limited.
FB-2026-007937,Kutch,Gujarat,2026-06-13,Roads,Traffic Safety,Negative,1.0,Road markings and speed-control measures need improvement.
FB-2026-007938,Mumbai Suburban,Maharashtra,2026-04-30,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-007939,Ahmedabad,Gujarat,2026-08-10,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-007940,Prayagraj,Uttar Pradesh,2026-03-30,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-007941,Ahmedabad,Gujarat,2026-06-15,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-007942,Lucknow,Uttar Pradesh,2026-01-02,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-007943,Kutch,Gujarat,2026-07-11,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-007944,Ujjain,Madhya Pradesh,2026-05-23,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-007945,Mysuru,Karnataka,2026-06-12,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-007946,Mumbai Suburban,Maharashtra,2026-05-31,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-007947,Jodhpur,Rajasthan,2026-04-03,Healthcare,Doctor Availability,Negative,1.0,The public clinic has long queues because too few doctors are available.
FB-2026-007948,Ahmedabad,Gujarat,2026-08-09,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-007949,Bikaner,Rajasthan,2026-08-02,Education,Infrastructure,Negative,2.0,The school lacks adequate laboratory and digital facilities.
FB-2026-007950,Varanasi,Uttar Pradesh,2026-05-02,Electricity,Billing,Negative,3.0,Billing errors are creating avoidable grievance cases.
FB-2026-007951,Mysuru,Karnataka,2026-02-12,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-007952,Raichur,Karnataka,2026-03-09,Sanitation,Public Toilets,Negative,2.0,Public toilets are not consistently functional.
FB-2026-007953,Gorakhpur,Uttar Pradesh,2026-01-24,Sanitation,Waste Collection,Negative,1.0,Garbage collection has become irregular in residential lanes.
FB-2026-007954,Pune,Maharashtra,2026-08-08,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-007955,Barmer,Rajasthan,2026-06-22,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-007956,Gorakhpur,Uttar Pradesh,2026-04-03,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-007957,Jodhpur,Rajasthan,2026-01-04,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-007958,Varanasi,Uttar Pradesh,2026-04-29,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-007959,Nashik,Maharashtra,2026-07-03,Electricity,Billing,Negative,1.0,Billing errors are creating avoidable grievance cases.
FB-2026-007960,Bikaner,Rajasthan,2026-01-25,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-007961,Lucknow,Uttar Pradesh,2026-08-15,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-007962,Jhansi,Uttar Pradesh,2026-02-20,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-007963,Ahmedabad,Gujarat,2026-03-08,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-007964,Prayagraj,Uttar Pradesh,2026-08-17,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-007965,Bengaluru Urban,Karnataka,2026-08-08,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-007966,Indore,Madhya Pradesh,2026-07-08,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-007967,Nanded,Maharashtra,2026-08-11,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-007968,Jabalpur,Madhya Pradesh,2026-02-10,Public Safety,Traffic Control,Positive,5.0,Traffic management has improved safety during peak hours.
FB-2026-007969,Rewa,Madhya Pradesh,2026-04-08,Sanitation,Waste Collection,Negative,2.0,Garbage collection has become irregular in residential lanes.
FB-2026-007970,Kalaburagi,Karnataka,2026-07-31,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-007971,Jaipur,Rajasthan,2026-06-20,Education,Staffing,Negative,2.0,Teacher vacancies are affecting continuity of instruction.
FB-2026-007972,Raichur,Karnataka,2026-01-17,Employment,Job Creation,Negative,1.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-007973,Ujjain,Madhya Pradesh,2026-07-18,Sanitation,Public Toilets,Negative,1.0,Public toilets are not consistently functional.
FB-2026-007974,Bengaluru Urban,Karnataka,2026-04-24,Education,Attendance,Positive,4.0,Teacher attendance and student participation have improved.
FB-2026-007975,Gorakhpur,Uttar Pradesh,2026-06-22,Water Supply,Leakage,Negative,1.0,A pipeline leak near a residential area has remained unresolved.
FB-2026-007976,Udaipur,Rajasthan,2026-06-01,Digital Government Services,Payment Gateway,Positive,3.0,Online payment for government services is fast and transparent.
FB-2026-007977,Prayagraj,Uttar Pradesh,2026-07-27,Public Transport,Connectivity,Negative,1.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-007978,Kanpur Nagar,Uttar Pradesh,2026-08-28,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-007979,Nashik,Maharashtra,2026-07-18,Electricity,Transformer,Negative,2.0,Transformer failures are frequent during high-demand periods.
FB-2026-007980,Ujjain,Madhya Pradesh,2026-04-04,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-007981,Barmer,Rajasthan,2026-03-27,Employment,Wage Delay,Negative,2.0,Payments under public employment programmes are delayed.
FB-2026-007982,Indore,Madhya Pradesh,2026-02-13,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-007983,Jodhpur,Rajasthan,2026-07-17,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-007984,Barmer,Rajasthan,2026-02-03,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-007985,Jodhpur,Rajasthan,2026-04-25,Water Supply,Leakage,Negative,1.0,A pipeline leak near a residential area has remained unresolved.
FB-2026-007986,Jabalpur,Madhya Pradesh,2026-07-24,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-007987,Bhavnagar,Gujarat,2026-04-09,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-007988,Nashik,Maharashtra,2026-01-19,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-007989,Mysuru,Karnataka,2026-05-05,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-007990,Rajkot,Gujarat,2026-06-16,Healthcare,Doctor Availability,Negative,2.0,The public clinic has long queues because too few doctors are available.
FB-2026-007991,Indore,Madhya Pradesh,2026-06-16,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-007992,Dharwad,Karnataka,2026-06-25,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-007993,Nagpur,Maharashtra,2026-02-13,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-007994,Jhansi,Uttar Pradesh,2026-07-14,Public Safety,Traffic Control,Positive,3.0,Traffic management has improved safety during peak hours.
FB-2026-007995,Prayagraj,Uttar Pradesh,2026-08-15,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-007996,Bengaluru Urban,Karnataka,2026-02-14,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-007997,Bhopal,Madhya Pradesh,2026-07-19,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-007998,Belagavi,Karnataka,2026-06-19,Digital Government Services,Payment Gateway,Positive,4.0,Online payment for government services is fast and transparent.
FB-2026-007999,Jodhpur,Rajasthan,2026-05-05,Employment,Job Creation,Negative,1.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-008000,Nanded,Maharashtra,2026-07-22,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-008001,Gwalior,Madhya Pradesh,2026-05-24,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-008002,Bhavnagar,Gujarat,2026-05-10,Electricity,Billing,Negative,1.0,Billing errors are creating avoidable grievance cases.
FB-2026-008003,Kanpur Nagar,Uttar Pradesh,2026-06-28,Public Safety,Crime Rate,Negative,3.0,Recent theft incidents have increased safety concerns.
FB-2026-008004,Varanasi,Uttar Pradesh,2026-07-17,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-008005,Pune,Maharashtra,2026-05-23,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-008006,Prayagraj,Uttar Pradesh,2026-05-01,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-008007,Kutch,Gujarat,2026-06-27,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-008008,Aurangabad,Maharashtra,2026-04-02,Digital Government Services,Payment Gateway,Positive,4.0,Online payment for government services is fast and transparent.
FB-2026-008009,Indore,Madhya Pradesh,2026-01-15,Public Transport,Crowding,Negative,1.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-008010,Nagpur,Maharashtra,2026-05-16,Public Transport,Delay/Frequency,Negative,2.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-008011,Nanded,Maharashtra,2026-08-11,Electricity,Billing,Negative,3.0,Billing errors are creating avoidable grievance cases.
FB-2026-008012,Gorakhpur,Uttar Pradesh,2026-08-12,Water Supply,Tanker Dependency,Negative,3.0,Dependence on private tankers is increasing household costs.
FB-2026-008013,Aurangabad,Maharashtra,2026-02-25,Public Transport,Connectivity,Negative,1.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-008014,Indore,Madhya Pradesh,2026-08-10,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-008015,Jhansi,Uttar Pradesh,2026-01-27,Public Safety,Crime Rate,Negative,1.0,Recent theft incidents have increased safety concerns.
FB-2026-008016,Mumbai Suburban,Maharashtra,2026-01-05,Education,Digital Education,Positive,4.0,Digital classroom access has improved learning conditions.
FB-2026-008017,Nanded,Maharashtra,2026-01-17,Sanitation,Drainage,Negative,1.0,Drainage overflow is creating hygiene and mosquito concerns.
FB-2026-008018,Jaipur,Rajasthan,2026-01-05,Water Supply,Leakage,Negative,1.0,A pipeline leak near a residential area has remained unresolved.
FB-2026-008019,Nanded,Maharashtra,2026-05-25,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-008020,Mysuru,Karnataka,2026-08-10,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-008021,Indore,Madhya Pradesh,2026-06-30,Public Transport,Fare/Cost,Negative,1.0,Fare changes have increased the cost of commuting.
FB-2026-008022,Rewa,Madhya Pradesh,2026-08-17,Roads,Potholes,Negative,3.0,Potholes on the arterial road are creating safety concerns.
FB-2026-008023,Bengaluru Urban,Karnataka,2026-06-28,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-008024,Jodhpur,Rajasthan,2026-08-16,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-008025,Jodhpur,Rajasthan,2026-01-29,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-008026,Nagpur,Maharashtra,2026-01-18,Healthcare,Medicine Stock,Negative,2.0,Common medicines were unavailable at the facility.
FB-2026-008027,Pune,Maharashtra,2026-01-10,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-008028,Bhavnagar,Gujarat,2026-03-28,Employment,Job Creation,Negative,3.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-008029,Nagpur,Maharashtra,2026-04-12,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-008030,Nashik,Maharashtra,2026-01-01,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-008031,Jaipur,Rajasthan,2026-06-11,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-008032,Udaipur,Rajasthan,2026-01-13,Healthcare,Diagnostics,Negative,1.0,Diagnostic reporting took longer than expected.
FB-2026-008033,Prayagraj,Uttar Pradesh,2026-04-03,Education,Digital Education,Positive,3.0,Digital classroom access has improved learning conditions.
FB-2026-008034,Mumbai Suburban,Maharashtra,2026-08-12,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-008035,Jhansi,Uttar Pradesh,2026-04-11,Healthcare,Diagnostics,Negative,2.0,Diagnostic reporting took longer than expected.
FB-2026-008036,Raichur,Karnataka,2026-07-02,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-008037,Pune,Maharashtra,2026-04-03,Healthcare,Doctor Availability,Negative,1.0,The public clinic has long queues because too few doctors are available.
FB-2026-008038,Bikaner,Rajasthan,2026-08-20,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-008039,Bengaluru Urban,Karnataka,2026-07-10,Roads,Lighting,Negative,1.0,Street lighting is inadequate on several road segments.
FB-2026-008040,Mumbai Suburban,Maharashtra,2026-07-15,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-008041,Jodhpur,Rajasthan,2026-01-25,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-008042,Prayagraj,Uttar Pradesh,2026-06-04,Water Supply,Supply Frequency,Negative,3.0,Water supply is intermittent and pressure is low.
FB-2026-008043,Pune,Maharashtra,2026-07-16,Employment,Recruitment,Negative,2.0,Recruitment opportunities for technical roles are limited.
FB-2026-008044,Pune,Maharashtra,2026-07-10,Education,Digital Education,Positive,4.0,Digital classroom access has improved learning conditions.
FB-2026-008045,Rewa,Madhya Pradesh,2026-04-01,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-008046,Mumbai Suburban,Maharashtra,2026-06-15,Public Safety,Patrolling,Negative,3.0,Residents want stronger night-time patrolling on vulnerable routes.
FB-2026-008047,Kanpur Nagar,Uttar Pradesh,2026-03-14,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-008048,Jabalpur,Madhya Pradesh,2026-07-10,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-008049,Ahmedabad,Gujarat,2026-01-01,Public Transport,Schedule,Negative,2.0,Vehicles do not consistently follow the published timetable.
FB-2026-008050,Kutch,Gujarat,2026-08-01,Public Safety,Crime Rate,Negative,1.0,Recent theft incidents have increased safety concerns.
FB-2026-008051,Bengaluru Urban,Karnataka,2026-07-12,Roads,Erosion,Negative,2.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-008052,Nashik,Maharashtra,2026-07-01,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-008053,Ujjain,Madhya Pradesh,2026-03-28,Education,Staffing,Negative,2.0,Teacher vacancies are affecting continuity of instruction.
FB-2026-008054,Raichur,Karnataka,2026-05-24,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-008055,Surat,Gujarat,2026-07-04,Digital Government Services,Payment Gateway,Positive,4.0,Online payment for government services is fast and transparent.
